Strain (mm/mm)	Engineering stress (MPa)	Strain up to UTS (mm/mm)	Engineering stress up to UTS (MPa)	True strain (mm/mm)	True stress (MPa)	True strain in plastic region (mm/mm)	True stress in plastic region (MPa)	Fitted true strain in plastic region (mm/mm)	Fitted true stress in plastic region (MPa)	Plastic strain for Ansys (mm/mm)
0.0917115	445.1406985	0.0917115	445.1406985	0.087746648	485.9652196	0.100760301	497.3903709			
0.0918115	445.096572	0.0918115	445.096572	0.087838243	485.9615559	0.100850712	497.7251445			
0.0919115	445.3895992	0.0919115	445.3895992	0.08792983	486.3260253	0.100941114	497.7381086			
0.0919115	445.1482827	0.0919115	445.1482827	0.08792983	486.0625291	0.100941114	497.843362			
0.0919115	444.9076557	0.0919115	444.9076557	0.08792983	485.7997857	0.101031509	497.831921			
0.0920115	445.2503251	0.0920115	445.2503251	0.088021408	486.2184754	0.101121895	498.0874652			
0.0920115	445.3020358	0.0920115	445.3020358	0.088021408	486.274944	0.101121895	498.1034849			
0.0921115	445.2723883	0.0921115	445.2723883	0.088112978	486.2870959	0.101212274	498.1401126			
0.0921115	445.1186352	0.0921115	445.1186352	0.088112978	486.1191804	0.101302644	498.290423			
0.0922115	445.3089305	0.0922115	445.3089305	0.08820454	486.371535	0.101302644	498.2255696			
0.0923115	445.3751202	0.0923115	445.3751202	0.088296093	486.4883656	0.101302644	498.0233794			
0.0923115	445.4406204	0.0923115	445.4406204	0.088296093	486.5599122	0.101393005	498.2469376			
0.0924115	445.5495576	0.0924115	445.5495576	0.088387638	486.7234605	0.101483359	498.259144			
0.0924115	445.5860998	0.0924115	445.5860998	0.088387638	486.7633796	0.101483359	498.169859			
0.0925115	445.2799726	0.0925115	445.2799726	0.088479174	486.4734907	0.101573705	498.1828145			
0.0926115	445.4557889	0.0926115	445.4557889	0.088570702	486.7101177	0.101664042	498.3003305			
0.0926115	445.5130154	0.0926115	445.5130154	0.088570702	486.772644	0.101664042	498.3331506			
0.0926115	445.3020358	0.0926115	445.3020358	0.088570702	486.5421253	0.101754371	498.3697701			
0.0927115	445.367536	0.0927115	445.367536	0.088662222	486.6582283	0.101844692	498.5445626			
0.0927115	445.2213671	0.0927115	445.2213671	0.088662222	486.4985079	0.101844692	498.6010539			
0.0928115	445.353057	0.0928115	445.353057	0.088753733	486.6869422	0.101935005	498.7835096			
0.0929115	445.338578	0.0929115	445.338578	0.088845236	486.7156533	0.10202531	498.7712892			
0.0930115	445.2434303	0.0930115	445.2434303	0.088936731	486.6561897	0.10202531	498.7468561			
0.0930115	445.4406204	0.0930115	445.4406204	0.088936731	486.8717207	0.102115607	499.0194468			
0.0931115	445.4557889	0.0931115	445.4557889	0.089028217	486.9328456	0.102205895	498.9591179			
0.0931115	445.4695784	0.0931115	445.4695784	0.089028217	486.947919	0.102205895	498.80562			
0.0932115	445.6233315	0.0932115	445.6233315	0.089119695	487.1605506	0.102296175	499.0522817			
0.0932115	445.8136268	0.0932115	445.8136268	0.089119695	487.3685836	0.102386447	499.0408124			
0.0933115	445.6743527	0.0933115	445.6743527	0.089211164	487.260895	0.102386447	499.0652543			
0.0934115	445.367536	0.0934115	445.367536	0.089302625	486.9699856	0.102476711	499.1828724			
0.0934115	445.850169	0.0934115	445.850169	0.089302625	487.497702	0.102566967	499.366203			
0.0935115	445.8722322	0.0935115	445.8722322	0.089394078	487.5664135	0.102657215	499.3707788			
0.0936115	445.7108949	0.0936115	445.7108949	0.089485522	487.4345603	0.102657215	499.1843589			
0.0936115	445.7550213	0.0936115	445.7550213	0.089485522	487.4828175	0.102657215	499.2813889			
0.0936115	445.8425848	0.0936115	445.8425848	0.089485522	487.5785779	0.102747455	499.3753473			
0.0937115	445.7033107	0.0937115	445.7033107	0.089576958	487.4708365	0.102837686	499.4043615			
0.0938115	445.6012682	0.0938115	445.6012682	0.089668386	487.4037916	0.102927909	499.4249663			
0.0938115	445.6378105	0.0938115	445.6378105	0.089668386	487.4437619	0.102927909	499.7161352			
0.0938115	445.879127	0.0938115	445.879127	0.089668386	487.7077167	0.103018124	499.6404611			
0.0939115	445.6812474	0.0939115	445.6812474	0.089759805	487.5358419	0.103018124	499.3240443			
0.0940115	445.6598737	0.0940115	445.6598737	0.089851216	487.5570269	0.103108331	499.6282071			
0.0940115	446.1494015	0.0940115	446.1494015	0.089851216	488.0925759	0.103108331	499.7176373			
0.0941115	446.1783594	0.0941115	446.1783594	0.089942618	488.1688741	0.10319853	499.7543046			
0.0942115	446.0832118	0.0942115	446.0832118	0.090034013	488.1093803	0.103288721	499.7756804			
0.0942115	446.2004227	0.0942115	446.2004227	0.090034013	488.2376338	0.103288721	499.9125256			
0.0943115	446.2666123	0.0943115	446.2666123	0.090125398	488.3546859	0.103288721	500.0830088			
0.0944115	445.9735851	0.0944115	445.9735851	0.090216776	488.0786203	0.103378904	499.787877			
0.0944115	446.0976908	0.0944115	446.0976908	0.090216776	488.2144429	0.103469078	500.0516332			
0.0945115	446.3245283	0.0945115	446.3245283	0.090308145	488.5073289	0.103469078	500.0103428			
0.0945115	446.4996551	0.0945115	446.4996551	0.090308145	488.6990073	0.103559244	500.0722525			
0.0946115	446.2879861	0.0946115	446.2879861	0.090399506	488.5119619	0.103559244	499.9996055			
0.0946115	446.134233	0.0946115	446.134233	0.090399506	488.343662	0.103649403	500.1578732			
0.0947115	446.4127812	0.0947115	446.4127812	0.090490858	488.6932053	0.103649403	500.1089276			
0.0948115	446.0466696	0.0948115	446.0466696	0.090582202	488.3370234	0.103739553	500.0821192			
0.0948115	446.1562962	0.0948115	446.1562962	0.090582202	488.4570439	0.103829695	500.0698312			
0.0949115	446.2514439	0.0949115	446.2514439	0.090673538	488.6058378	0.103829695	500.3536137			
0.0950115	446.36176	0.0950115	446.36176	0.090764865	488.7712603	0.103919828	500.3902997			
0.0950115	446.3465915	0.0950115	446.3465915	0.090764865	488.7546507	0.104009954	500.4682969			
0.0950115	446.3396968	0.0950115	446.3396968	0.090764865	488.7471009	0.104009954	500.378786			
0.0951115	446.602387	0.0951115	446.602387	0.090856185	489.0794099	0.104009954	500.6060059			
0.0952115	446.5872185	0.0952115	446.5872185	0.090947495	489.1074575	0.104100072	500.6427051			
0.0953115	446.1562962	0.0953115	446.1562962	0.091038798	488.680122	0.104190181	500.452907			
0.0954115	446.7409716	0.0954115	446.7409716	0.091130092	489.3651978	0.104280282	500.8959342			
0.0954115	446.5217183	0.0954115	446.5217183	0.091130092	489.1250253	0.104280282	500.6196764			
0.0954115	446.2810913	0.0954115	446.2810913	0.091130092	488.8614397	0.104280282	500.7007936			
0.0955115	446.4700077	0.0955115	446.4700077	0.091221377	489.1130278	0.104460461	500.872149			
0.0956115	446.9305775	0.0956115	446.9305775	0.091312655	489.6622804	0.104460461	500.7665245			
0.0957115	446.7775138	0.0957115	446.7775138	0.091403924	489.5392599	0.104550538	500.8606238			
0.0957115	446.5727395	0.0957115	446.5727395	0.091403924	489.3148863	0.104460461	500.8315831			
0.0957115	446.6678872	0.0957115	446.6678872	0.091403924	489.4191407	0.104550538	500.941763			
0.0958115	446.7044294	0.0958115	446.7044294	0.091495185	489.5038509	0.104640607	500.8567437			
0.0958115	446.4996551	0.0958115	446.4996551	0.091495185	489.2794568	0.104730667	500.7717009			
0.0959115	446.5437816	0.0959115	446.5437816	0.091586437	489.3724655	0.10482072	501.3198445			
0.0959115	446.6534082	0.0959115	446.6534082	0.091586437	489.4926066	0.10482072	501.1667103			
0.0960115	446.7850981	0.0960115	446.7850981	0.091677681	489.6816055	0.10482072	501.1988685			
0.0961115	446.4555287	0.0961115	446.4555287	0.091768917	489.3650392	0.104910765	501.0816639			
0.0961115	446.9098932	0.0961115	446.9098932	0.091768917	489.8630734	0.105000801	501.5158123			
0.0962115	446.9098932	0.0962115	446.9098932	0.091860144	489.9077644	0.105000801	501.825199			
0.0962115	446.8581825	0.0962115	446.8581825	0.091860144	489.8510785	0.105000801	501.3534609			
0.0963115	446.7485559	0.0963115	446.7485559	0.091951363	489.7755794	0.105090829	501.1964073			
0.0963115	446.9526407	0.0963115	446.9526407	0.091951363	489.9993199	0.105090829	501.398599			
0.0964115	447.0402041	0.0964115	447.0402041	0.092042574	490.1400207	0.105270862	501.7569805			
0.0964115	447.0698515	0.0964115	447.0698515	0.092042574	490.1725265	0.105360866	501.4213987			
0.0965115	446.9450564	0.0965115	446.9450564	0.092133777	490.0803943	0.105360866	501.5907033			
0.0965115	447.3477103	0.0965115	447.3477103	0.092133777	490.5219088	0.105360866	501.7860549			
0.0966115	446.9243722	0.0966115	446.9243722	0.092224971	490.1024062	0.105450862	501.6358465			
0.0967115	446.8437035	0.0967115	446.8437035	0.092316157	490.0586283	0.105540849	502.0878537			
0.0967115	446.9967671	0.0967115	446.9967671	0.092316157	490.226495	0.105540849	502.1437879			
0.0968115	447.1505202	0.0968115	447.1505202	0.092407334	490.4398328	0.105720801	502.3644387			
0.0968115	446.8361193	0.0968115	446.8361193	0.092407334	490.0949942	0.105720801	501.811893			
0.0969115	446.7630349	0.0969115	446.7630349	0.092498503	490.0595107	0.105810764	502.1827722			
0.0970115	447.171894	0.0970115	447.171894	0.092589664	490.5527101	0.10590072	502.3329586			
0.0970115	447.2084362	0.0970115	447.2084362	0.092589664	490.5927974	0.10590072	502.2195168			
0.0970115	446.9243722	0.0970115	446.9243722	0.092589664	490.2811759	0.10590072	502.0976436			
0.0971115	447.3042733	0.0971115	447.3042733	0.092680817	490.7426622	0.105990667	502.4264378			
0.0972115	447.3918367	0.0972115	447.3918367	0.092771961	490.8834682	0.106080606	502.5206924			
0.0972115	447.2670416	0.0972115	447.2670416	0.092771961	490.7465416	0.106170538	502.3144075			
0.0972115	446.9891829	0.0972115	446.9891829	0.092771961	490.4416718	0.106260461	502.6846913			
0.0973115	447.2601469	0.0973115	447.2601469	0.092863097	490.7837026	0.106260461	502.6601546			
0.0974115	447.3332313	0.0974115	447.3332313	0.092954225	490.9086323	0.106350376	502.6240679			
0.0974115	447.4063157	0.0974115	447.4063157	0.092954225	490.988836	0.106350376	502.4377251			
0.0974115	447.171894	0.0974115	447.171894	0.092954225	490.7315789	0.106440282	502.6692594			
0.0976115	447.5593793	0.0976115	447.5593793	0.093136455	491.2463217	0.106530181	502.8525073			
0.0975115	447.4063157	0.0975115	447.4063157	0.093045344	491.0335767	0.106530181	502.8034205			
0.0976115	447.0112461	0.0976115	447.0112461	0.093136455	490.6446844	0.106530181	502.7627706			
0.0977115	447.2380836	0.0977115	447.2380836	0.093227558	490.9383876	0.106620072	503.003564			
0.0977115	447.5007739	0.0977115	447.5007739	0.093227558	491.2267457	0.106709955	503.3410495			
0.0977115	447.5076686	0.0977115	447.5076686	0.093227558	491.2343142	0.106799829	502.7602641			
0.0978115	447.3042733	0.0978115	447.3042733	0.093318653	491.0557752	0.106889696	503.4967455			
0.0979115	447.7276114	0.0979115	447.7276114	0.093409739	491.5652934	0.106889696	503.28575			
0.0980115	447.640048	0.0980115	447.640048	0.093500817	491.5139205	0.106979554	503.1844173			
0.0980115	447.4787107	0.0980115	447.4787107	0.093500817	491.3367703	0.106979554	503.2089717			
0.0981115	447.7786326	0.0981115	447.7786326	0.093591886	491.7108659	0.107069405	503.2541873			
0.0981115	447.6834849	0.0981115	447.6834849	0.093591886	491.6063832	0.107069405	503.6846955			
0.0983115	447.5449003	0.0983115	447.5449003	0.093774	491.5437108	0.107159247	503.4375462			
0.0983115	447.7938011	0.0983115	447.7938011	0.093774	491.8170813	0.107249081	503.5073352			
0.0984115	448.0123649	0.0984115	448.0123649	0.093865045	492.1019337	0.107249081	503.3200573			
0.0984115	447.8151748	0.0984115	447.8151748	0.093865045	491.8853379	0.107338907	503.2839049			
0.0985115	447.6028163	0.0985115	447.6028163	0.093956082	491.6968411	0.107428725	503.5325436			
0.0985115	447.9316962	0.0985115	447.9316962	0.093956082	492.0581195	0.107428725	503.5003014			
0.0986115	448.0709703	0.0986115	448.0709703	0.09404711	492.2559208	0.107518535	503.9194118			
0.0987115	447.6834849	0.0987115	447.6834849	0.09413813	491.8749933	0.107608337	503.4932326			
0.0987115	447.5883373	0.0987115	447.5883373	0.09413813	491.7704535	0.107698131	504.2218558			
0.0988115	448.0709703	0.0988115	448.0709703	0.094229141	492.345535	0.107698131	504.433022			
0.0989115	447.7862168	0.0989115	447.7862168	0.094320144	492.0774232	0.107787917	503.9899013			
0.0989115	447.8303433	0.0989115	447.8303433	0.094320144	492.1259143	0.107787917	503.6973139			
0.0990115	448.1950759	0.0990115	448.1950759	0.094411139	492.5715427	0.107877695	503.8239463			
0.0991115	448.3708922	0.0991115	448.3708922	0.094502126	492.8096039	0.107877695	504.0190221			
0.0991115	447.9827174	0.0991115	447.9827174	0.094502126	492.3829565	0.107967465	504.3492289			
0.0991115	448.1509495	0.0991115	448.1509495	0.094502126	492.5678623	0.108057226	504.1748105			
0.0992115	448.2171392	0.0992115	448.2171392	0.094593105	492.6854339	0.108057226	504.3376589			
0.0993115	448.2681604	0.0993115	448.2681604	0.094684075	492.7863438	0.10814698	504.2039313			
0.0993115	448.3853712	0.0993115	448.3853712	0.094684075	492.915195	0.10814698	504.4159605			
0.0994115	448.421224	0.0994115	448.421224	0.094775037	492.9994505	0.108236725	504.2076957			
0.0995115	448.5970403	0.0995115	448.5970403	0.09486599	493.2376047	0.108326463	504.3920172			
0.0995115	448.2681604	0.0995115	448.2681604	0.09486599	492.8759974	0.108416192	504.1106959			
0.0996115	448.0778651	0.0996115	448.0778651	0.094956936	492.7115733	0.108416192	504.0791903			
0.0997115	448.3564133	0.0997115	448.3564133	0.095047873	493.0627038	0.108505914	504.3357558			
0.0997115	448.363308	0.0997115	448.363308	0.095047873	493.070286	0.108505914	504.4909923			
0.0998115	448.3047026	0.0998115	448.3047026	0.095138801	493.0506674	0.108595627	504.3402695			
0.0999115	448.1805969	0.0999115	448.1805969	0.095229722	492.9589927	0.108685332	504.4669889			
0.0999115	448.5384349	0.0999115	448.5384349	0.095229722	493.3525827	0.108685332	504.938931			
0.0999115	448.450182	0.0999115	448.450182	0.095229722	493.2555123	0.10877503	504.7405454			
0.1000115	448.1730127	0.1000115	448.1730127	0.095320634	492.995468	0.108864719	504.8749949			
0.1001115	448.8093988	0.1001115	448.8093988	0.095411538	493.7403809	0.108864719	504.9887734			
0.1001115	448.6921879	0.1001115	448.6921879	0.095411538	493.6114359	0.1089544	505.2055152			
0.1002115	448.5529138	0.1002115	448.5529138	0.095502434	493.5030742	0.109044073	504.9578654			
0.1003115	448.421224	0.1003115	448.421224	0.095593322	493.4030296	0.109044073	505.4222878			
0.1003115	448.6777089	0.1003115	448.6777089	0.095593322	493.6852429	0.109133738	504.8562693			
0.1004115	448.5894561	0.1004115	448.5894561	0.095684201	493.6329962	0.109133738	505.1577095			
0.1004115	448.5384349	0.1004115	448.5384349	0.095684201	493.5768519	0.109223395	505.1291738			
0.1005115	449.0645048	0.1005115	449.0645048	0.095775072	494.2006518	0.109313044	504.8898864			
0.1005115	448.6701247	0.1005115	448.6701247	0.095775072	493.766632	0.109313044	505.0452483			
0.1006115	448.4722452	0.1006115	448.4722452	0.095865934	493.5937105	0.109402685	505.1466737			
0.1007115	448.3991608	0.1007115	448.3991608	0.095956789	493.5581128	0.109492318	504.9473301			
0.1008115	448.6480615	0.1008115	448.6480615	0.096047635	493.8769455	0.109492318	505.1919535			
0.1008115	448.6335825	0.1008115	448.6335825	0.096047635	493.8610069	0.109581943	505.5149596			
0.1008115	448.363308	0.1008115	448.363308	0.096047635	493.5634856	0.10967156	505.2017268			
0.1009115	448.5087874	0.1009115	448.5087874	0.096138473	493.7684819	0.10967156	505.6010422			
0.1010115	449.0058994	0.1010115	449.0058994	0.096229303	494.3606588	0.109761169	505.7363777			
0.1010115	448.874899	0.1010115	448.874899	0.096229303	494.2164259	0.109761169	505.482455			
0.1011115	448.5529138	0.1011115	448.5529138	0.096320124	493.9067718	0.109850769	505.9517606			
0.1011115	449.2623844	0.1011115	449.2623844	0.096320124	494.6879779	0.109940362	505.891657			
0.1012115	449.2403211	0.1012115	449.2403211	0.096410937	494.7086079	0.109940362	506.0132539			
0.1012115	448.6921879	0.1012115	448.6921879	0.096410937	494.1049973	0.110029947	505.806905			
0.1013115	448.7797514	0.1013115	448.7797514	0.096501742	494.2463011	0.110029947	505.6837579			
0.1014115	449.2989266	0.1014115	449.2989266	0.096592539	494.8630047	0.110119524	505.7783206			
0.1014115	449.1672367	0.1014115	449.1672367	0.096592539	494.7179599	0.110209092	505.7497231			
0.1015115	448.7356249	0.1015115	448.7356249	0.096683328	494.2874513	0.110209092	505.6357915			
0.1015115	449.0279626	0.1015115	449.0279626	0.096683328	494.6094646	0.110298653	505.7873216			
0.1016115	448.7356249	0.1016115	448.7356249	0.096774108	494.3323249	0.110298653	505.9182006			
0.1016115	448.4867242	0.1016115	448.4867242	0.096774108	494.0581329	0.110388206	506.0451232			
0.1017115	448.6556457	0.1017115	448.6556457	0.09686488	494.2890844	0.11047775	506.0334578			
0.1017115	448.9548782	0.1017115	448.9548782	0.09686488	494.6187523	0.11047775	506.3753442			
0.1018115	448.9914204	0.1018115	448.9914204	0.096955643	494.7039104	0.110567287	506.2897712			
0.1018115	448.5749771	0.1018115	448.5749771	0.096955643	494.2450683	0.110656815	506.3435723			
0.1019115	448.9769414	0.1019115	448.9769414	0.097046399	494.732855	0.110656815	506.4090352			
0.1020115	449.0058994	0.1020115	449.0058994	0.097137146	494.8096647	0.110746336	506.7239487			
0.1020115	448.8528358	0.1020115	448.8528358	0.097137146	494.6409868	0.110835849	506.1322789			
0.1021115	449.2692791	0.1021115	449.2692791	0.097227885	495.1448391	0.110835849	506.4257595			
0.1022115	449.3058213	0.1022115	449.3058213	0.097318616	495.2300433	0.110925353	506.4549114			
0.1022115	449.5395536	0.1022115	449.5395536	0.097318616	495.4876657	0.11101485	506.5903795			
0.1024115	449.2182579	0.1024115	449.2182579	0.097500053	495.2233735	0.11101485	506.5819048			
0.1024115	449.3354688	0.1024115	449.3354688	0.097500053	495.3525882	0.111104338	506.4400093			
0.1025115	449.4223427	0.1025115	449.4223427	0.097590759	495.4933012	0.111193819	506.9183859			
0.1025115	449.1451735	0.1025115	449.1451735	0.097590759	495.1877189	0.111193819	506.6810516			
0.1026115	449.101047	0.1026115	449.101047	0.097681457	495.1839791	0.111283291	506.5391234			
0.1027115	449.3926953	0.1027115	449.3926953	0.097772147	495.5504931	0.111283291	506.4327757			
0.1027115	449.3644268	0.1027115	449.3644268	0.097772147	495.5193211	0.111372756	507.0499478			
0.1027115	449.0134836	0.1027115	449.0134836	0.097772147	495.1323321	0.111462212	506.9234264			
0.1029115	449.0500258	0.1029115	449.0500258	0.097953501	495.2624376	0.111462212	507.1276812			
0.1029115	449.3354688	0.1029115	449.3354688	0.097953501	495.5772559	0.111551661	507.3935058			
0.1029115	449.130005	0.1029115	449.130005	0.097953501	495.3506475	0.111641101	507.0873541			
