Strain (mm/mm)	Engineering stress (MPa)	Strain up to UTS (mm/mm)	Engineering stress up to UTS (MPa)	True strain (mm/mm)	True stress (MPa)	True strain in plastic region (mm/mm)	True stress in plastic region (MPa)	Fitted true strain in plastic region (mm/mm)	Fitted true stress in plastic region (MPa)	Plastic strain for Ansys (mm/mm)
0.0751115	437.0455639	0.0751115	437.0455639	0.072424377	469.8727118	0.085545845	484.1570939			
0.0752115	437.3082542	0.0752115	437.3082542	0.072517386	470.198864	0.085637642	484.1542193			
0.0753115	437.5350917	0.0753115	437.5350917	0.072610387	470.4865158	0.085637642	484.3202175			
0.0753115	437.6729869	0.0753115	437.6729869	0.072610387	470.634796	0.085637642	483.9303848			
0.0753115	437.3082542	0.0753115	437.3082542	0.072610387	470.2425948	0.085729431	484.2144362			
0.0754115	437.4178808	0.0754115	437.4178808	0.072703379	470.4042194	0.085821211	484.2032862			
0.0755115	437.4034018	0.0755115	437.4034018	0.072796362	470.4323888	0.085912982	484.2552376			
0.0756115	437.5571549	0.0756115	437.5571549	0.072889337	470.6415078	0.085912982	484.4378107			
0.0756115	437.454423	0.0756115	437.454423	0.072889337	470.5310082	0.085912982	484.2875448			
0.0757115	437.6302394	0.0757115	437.6302394	0.072982303	470.7638812	0.0860965	484.2561936			
0.0757115	437.8046767	0.0757115	437.8046767	0.072982303	470.9515255	0.0860965	484.0570547			
0.0758115	437.7315923	0.0758115	437.7315923	0.073075261	470.9166809	0.086188247	484.4366525			
0.0758115	437.5206127	0.0758115	437.5206127	0.073075261	470.6897066	0.086188247	484.2134462			
0.0759115	437.5350917	0.0759115	437.5350917	0.073168209	470.7490368	0.086279985	484.5051471			
0.0759115	437.6660921	0.0759115	437.6660921	0.073168209	470.8899816	0.086371714	484.9397116			
0.0760115	437.2496488	0.0760115	437.2496488	0.073261149	470.4856504	0.086371714	484.8600341			
0.0761115	437.9584298	0.0761115	437.9584298	0.073354081	471.2921028	0.086463435	484.9120255			
0.0761115	437.8267399	0.0761115	437.8267399	0.073354081	471.1503899	0.086463435	484.6804885			
0.0762115	437.980493	0.0762115	437.980493	0.073447004	471.3596434	0.086555148	485.0204041			
0.0763115	438.0832249	0.0763115	438.0832249	0.073539918	471.5140129	0.086646852	485.0972155			
0.0763115	437.9294718	0.0763115	437.9294718	0.073539918	471.3485267	0.086646852	485.1370652			
0.0763115	437.966014	0.0763115	437.966014	0.073539918	471.3878575	0.086738548	485.2529876			
0.0764115	437.8122609	0.0764115	437.8122609	0.073632824	471.2661525	0.086738548	485.2529876			
0.0765115	438.2066411	0.0765115	438.2066411	0.073725721	471.7344885	0.086830236	485.0184822			
0.0766115	438.1700989	0.0766115	438.1700989	0.073818609	471.7389674	0.086921915	485.2065991			
0.0766115	438.2362885	0.0766115	438.2362885	0.073818609	471.8102279	0.087013585	485.4654451			
0.0766115	438.2507675	0.0766115	438.2507675	0.073818609	471.8258162	0.087013585	485.2345329			
0.0768115	438.0101405	0.0768115	438.0101405	0.07400436	471.6543564	0.087105248	485.3429518			
0.0768115	438.3383309	0.0768115	438.3383309	0.07400436	472.0077556	0.087196901	485.3159694			
0.0768115	437.8929296	0.0768115	437.8929296	0.07400436	471.5281424	0.087196901	485.7139334			
0.0769115	438.2066411	0.0769115	438.2066411	0.074097222	471.9097711	0.087196901	485.5386487			
0.0770115	438.0246195	0.0770115	438.0246195	0.074190076	471.7575525	0.087288547	485.4883503			
0.0770115	438.2728307	0.0770115	438.2728307	0.074190076	472.0248788	0.087380184	485.7390077			
0.0770115	438.1845778	0.0770115	438.1845778	0.074190076	471.9298295	0.087380184	485.5967979			
0.0771115	438.2942045	0.0771115	438.2942045	0.074282921	472.091728	0.087380184	485.7232066			
0.0772115	438.3238519	0.0772115	438.3238519	0.074375758	472.167494	0.087471813	485.7037521			
0.0773115	438.3017887	0.0773115	438.3017887	0.074468586	472.1875575	0.087563433	485.7482545			
0.0773115	438.506563	0.0773115	438.506563	0.074468586	472.4081632	0.087563433	485.908552			
0.0773115	438.0687459	0.0773115	438.0687459	0.074468586	471.9364978	0.087563433	485.780615			
0.0774115	438.2287043	0.0774115	438.2287043	0.074561405	472.1526456	0.087655045	486.0087644			
0.0775115	438.4189996	0.0775115	438.4189996	0.074654216	472.4015139	0.087746648	486.0849003			
0.0775115	438.6306686	0.0775115	438.6306686	0.074654216	472.6295897	0.087746648	485.9652196			
0.0776115	438.4996683	0.0776115	438.4996683	0.074747018	472.5322853	0.087838243	485.9615559			
0.0777115	438.4114154	0.0777115	438.4114154	0.074839811	472.4810241	0.08792983	486.3260253			
0.0777115	438.6961688	0.0777115	438.6961688	0.074839811	472.7879062	0.08792983	486.0625291			
0.0777115	438.8423377	0.0777115	438.8423377	0.074839811	472.945434	0.08792983	485.7997857			
0.0778115	438.6230844	0.0778115	438.6230844	0.074932596	472.7530045	0.088021408	486.2184754			
0.0779115	438.5727527	0.0779115	438.5727527	0.075025373	472.7426137	0.088021408	486.274944			
0.0779115	438.6741056	0.0779115	438.6741056	0.075025373	472.8518632	0.088112978	486.2870959			
0.0780115	438.6375634	0.0780115	438.6375634	0.07511814	472.8563377	0.088112978	486.1191804			
0.0780115	438.6596266	0.0780115	438.6596266	0.07511814	472.8801221	0.08820454	486.371535			
0.0781115	438.8057955	0.0781115	438.8057955	0.075210899	473.0815744	0.088296093	486.4883656			
0.0782115	439.0402172	0.0782115	439.0402172	0.07530365	473.3782112	0.088296093	486.5599122			
0.0782115	438.7623585	0.0782115	438.7623585	0.07530365	473.0786207	0.088387638	486.7234605			
0.0782115	438.9161116	0.0782115	438.9161116	0.07530365	473.2443991	0.088387638	486.7633796			
0.0784115	439.2222388	0.0784115	439.2222388	0.075489125	473.6623134	0.088479174	486.4734907			
0.0784115	438.7989007	0.0784115	438.7989007	0.075489125	473.2057807	0.088570702	486.7101177			
0.0784115	438.9595486	0.0784115	438.9595486	0.075489125	473.3790252	0.088570702	486.772644			
0.0785115	439.1346754	0.0785115	439.1346754	0.07558185	473.6117975	0.088570702	486.5421253			
0.0786115	439.0843437	0.0786115	439.0843437	0.075674566	473.6014226	0.088662222	486.6582283			
0.0786115	439.3104917	0.0786115	439.3104917	0.075674566	473.8453484	0.088662222	486.4985079			
0.0787115	438.989196	0.0787115	438.989196	0.075767273	473.5426941	0.088753733	486.6869422			
0.0788115	439.018154	0.0788115	439.018154	0.075859972	473.6178332	0.088845236	486.7156533			
0.0788115	439.0912384	0.0788115	439.0912384	0.075859972	473.6966776	0.088936731	486.6561897			
0.0788115	439.018154	0.0788115	439.018154	0.075859972	473.6178332	0.088936731	486.8717207			
0.0789115	439.0767594	0.0789115	439.0767594	0.075952663	473.7249651	0.089028217	486.9328456			
0.0790115	439.2808443	0.0790115	439.2808443	0.076045344	473.9890827	0.089028217	486.947919			
0.0791115	439.258781	0.0791115	439.258781	0.076138017	474.0092021	0.089119695	487.1605506			
0.0791115	439.258781	0.0791115	439.258781	0.076138017	474.0092021	0.089119695	487.3685836			
0.0791115	439.2367178	0.0791115	439.2367178	0.076138017	473.9853934	0.089211164	487.260895			
0.0793115	439.2739495	0.0793115	439.2739495	0.076323338	474.1134253	0.089302625	486.9699856			
0.0793115	439.4856185	0.0793115	439.4856185	0.076323338	474.3418822	0.089302625	487.497702			
0.0793115	439.5593924	0.0793115	439.5593924	0.076323338	474.4215072	0.089394078	487.5664135			
0.0793115	439.7117666	0.0793115	439.7117666	0.076323338	474.5859664	0.089485522	487.4345603			
0.0795115	439.7048718	0.0795115	439.7048718	0.076508624	474.6664657	0.089485522	487.4828175			
0.0795115	439.515266	0.0795115	439.515266	0.076508624	474.4617841	0.089485522	487.5785779			
0.0795115	439.6897034	0.0795115	439.6897034	0.076508624	474.6500912	0.089576958	487.4708365			
0.0796115	439.6752244	0.0796115	439.6752244	0.076601254	474.6784285	0.089668386	487.4037916			
0.0797115	439.529745	0.0797115	439.529745	0.076693876	474.5653203	0.089668386	487.4437619			
0.0798115	439.7193508	0.0798115	439.7193508	0.076786489	474.8140118	0.089668386	487.7077167			
0.0798115	439.7048718	0.0798115	439.7048718	0.076786489	474.7983772	0.089759805	487.5358419			
0.0798115	439.4856185	0.0798115	439.4856185	0.076786489	474.561625	0.089851216	487.5570269			
0.0799115	439.544224	0.0799115	439.544224	0.076879093	474.6688622	0.089851216	488.0925759			
0.0800115	439.7338298	0.0800115	439.7338298	0.076971689	474.9175931	0.089942618	488.1688741			
0.0800115	439.9020619	0.0800115	439.9020619	0.076971689	475.0992857	0.090034013	488.1093803			
0.0801115	439.7262456	0.0801115	439.7262456	0.077064277	474.9533747	0.090034013	488.2376338			
0.0801115	439.7634773	0.0801115	439.7634773	0.077064277	474.9935891	0.090125398	488.3546859			
0.0801115	439.9751463	0.0801115	439.9751463	0.077064277	475.2222152	0.090216776	488.0786203			
0.0802115	439.8951671	0.0802115	439.8951671	0.077156855	475.1798183	0.090216776	488.2144429			
0.0803115	439.7634773	0.0803115	439.7634773	0.077249425	475.0815418	0.090308145	488.5073289			
0.0804115	440.1282099	0.0804115	440.1282099	0.077341987	475.5195795	0.090308145	488.6990073			
0.0804115	440.1647521	0.0804115	440.1647521	0.077341987	475.5590601	0.090399506	488.5119619			
0.0805115	440.3329842	0.0805115	440.3329842	0.07743454	475.7848533	0.090399506	488.343662			
0.0805115	439.7634773	0.0805115	439.7634773	0.07743454	475.1694945	0.090490858	488.6932053			
0.0806115	440.0633992	0.0806115	440.0633992	0.077527085	475.5375699	0.090582202	488.3370234			
0.0807115	440.1578574	0.0807115	440.1578574	0.077619621	475.6836583	0.090582202	488.4570439			
0.0807115	440.3040262	0.0807115	440.3040262	0.077619621	475.8416246	0.090673538	488.6058378			
0.0808115	440.0992519	0.0808115	440.0992519	0.077712148	475.6643326	0.090764865	488.7712603			
0.0808115	440.0047938	0.0808115	440.0047938	0.077712148	475.5622412	0.090764865	488.7546507			
0.0809115	439.9827305	0.0809115	439.9827305	0.077804667	475.5823932	0.090764865	488.7471009			
0.0810115	440.012378	0.0810115	440.012378	0.077897177	475.6584408	0.090856185	489.0794099			
0.0810115	440.4136529	0.0810115	440.4136529	0.077897177	476.0922235	0.090947495	489.1074575			
0.0810115	440.3329842	0.0810115	440.3329842	0.077897177	476.0050198	0.091038798	488.680122			
0.0811115	440.2012943	0.0811115	440.2012943	0.077989679	475.9066816	0.091130092	489.3651978			
0.0812115	440.2454208	0.0812115	440.2454208	0.078082172	475.9984118	0.091130092	489.1250253			
0.0813115	440.4357161	0.0813115	440.4357161	0.078174656	476.2482048	0.091130092	488.8614397			
0.0813115	440.6253219	0.0813115	440.6253219	0.078174656	476.4532278	0.091221377	489.1130278			
0.0814115	440.4501951	0.0814115	440.4501951	0.078267132	476.3079061	0.091312655	489.6622804			
0.0815115	440.5956745	0.0815115	440.5956745	0.0783596	476.5092888	0.091403924	489.5392599			
0.0815115	440.6253219	0.0815115	440.6253219	0.0783596	476.5413528	0.091403924	489.3148863			
0.0815115	440.7053011	0.0815115	440.7053011	0.0783596	476.6278513	0.091403924	489.4191407			
0.0816115	440.6618641	0.0816115	440.6618641	0.078452059	476.6249399	0.091495185	489.5038509			
0.0817115	440.7714908	0.0817115	440.7714908	0.078544509	476.7875904	0.091495185	489.2794568			
0.0817115	440.793554	0.0817115	440.793554	0.078544509	476.8114565	0.091586437	489.3724655			
0.0817115	440.6473851	0.0817115	440.6473851	0.078544509	476.653344	0.091586437	489.4926066			
0.0818115	440.6398009	0.0818115	440.6398009	0.078636951	476.689204	0.091677681	489.6816055			
0.0819115	440.6839274	0.0819115	440.6839274	0.078729384	476.7810089	0.091768917	489.3650392			
0.0819115	440.7859698	0.0819115	440.7859698	0.078729384	476.8914097	0.091768917	489.8630734			
0.0820115	440.6253219	0.0820115	440.6253219	0.078821809	476.7616655	0.091860144	489.9077644			
0.0820115	440.7273643	0.0820115	440.7273643	0.078821809	476.8720766	0.091860144	489.8510785			
0.0821115	441.0424547	0.0821115	441.0424547	0.078914225	477.2571123	0.091951363	489.7755794			
0.0822115	440.8521594	0.0822115	440.8521594	0.079006633	477.0952767	0.091951363	489.9993199			
0.0822115	440.9693703	0.0822115	440.9693703	0.079006633	477.2221237	0.092042574	490.1400207			
0.0823115	441.0279757	0.0823115	441.0279757	0.079099032	477.32965	0.092042574	490.1725265			
0.0824115	440.9693703	0.0824115	440.9693703	0.079191422	477.3103176	0.092133777	490.0803943			
0.0824115	440.9176596	0.0824115	440.9176596	0.079191422	477.2543453	0.092133777	490.5219088			
0.0824115	441.0424547	0.0824115	441.0424547	0.079191422	477.389425	0.092224971	490.1024062			
0.0825115	441.2830818	0.0825115	441.2830818	0.079283804	477.6940108	0.092316157	490.0586283			
0.0825115	441.2975608	0.0825115	441.2975608	0.079283804	477.7096844	0.092316157	490.226495			
0.0825115	441.319624	0.0825115	441.319624	0.079283804	477.7335681	0.092407334	490.4398328			
0.0826115	441.2754975	0.0826115	441.2754975	0.079376178	477.7299283	0.092407334	490.0949942			
0.0827115	441.1217444	0.0827115	441.1217444	0.079468543	477.6075856	0.092498503	490.0595107			
0.0827115	441.0927865	0.0827115	441.0927865	0.079468543	477.5762325	0.092589664	490.5527101			
0.0827115	441.3561662	0.0827115	441.3561662	0.079468543	477.8613967	0.092589664	490.5927974			
0.0828115	441.1217444	0.0828115	441.1217444	0.079560899	477.6516978	0.092589664	490.2811759			
0.0829115	441.2168921	0.0829115	441.2168921	0.079653247	477.7988464	0.092680817	490.7426622			
0.0830115	441.1072655	0.0830115	441.1072655	0.079745587	477.7242412	0.092771961	490.8834682			
0.0830115	441.4588981	0.0830115	441.4588981	0.079745587	478.1050634	0.092771961	490.7465416			
0.0831115	441.2686028	0.0831115	441.2686028	0.079837917	477.9430983	0.092771961	490.4416718			
0.0832115	441.6698776	0.0832115	441.6698776	0.07993024	478.4218907	0.092863097	490.7837026			
0.0832115	441.7360673	0.0832115	441.7360673	0.07993024	478.4935881	0.092954225	490.9086323			
0.0833115	441.560251	0.0833115	441.560251	0.080022554	478.3472979	0.092954225	490.988836			
0.0834115	441.6698776	0.0834115	441.6698776	0.080114859	478.5102246	0.092954225	490.7315789			
0.0834115	441.5678352	0.0834115	441.5678352	0.080114859	478.3996707	0.093136455	491.2463217			
0.0835115	441.6264407	0.0835115	441.6264407	0.080207156	478.5073272	0.093045344	491.0335767			
0.0835115	441.7140041	0.0835115	441.7140041	0.080207156	478.6022031	0.093136455	490.6446844			
0.0837115	441.7140041	0.0837115	441.7140041	0.080391724	478.6905459	0.093227558	490.9383876			
0.0837115	441.7870885	0.0837115	441.7870885	0.080391724	478.7697484	0.093227558	491.2267457			
0.0837115	441.5464615	0.0837115	441.5464615	0.080391724	478.5089781	0.093227558	491.2343142			
0.0838115	441.4437296	0.0838115	441.4437296	0.080483995	478.4417908	0.093318653	491.0557752			
0.0839115	441.5678352	0.0839115	441.5678352	0.080576258	478.6204546	0.093409739	491.5652934			
0.0839115	441.6919409	0.0839115	441.6919409	0.080576258	478.7549742	0.093500817	491.5139205			
0.0840115	441.7064199	0.0840115	441.7064199	0.080668512	478.8148388	0.093500817	491.3367703			
0.0841115	441.8677572	0.0841115	441.8677572	0.080760758	479.033917	0.093591886	491.7108659			
0.0841115	441.8532782	0.0841115	441.8532782	0.080760758	479.0182202	0.093591886	491.6063832			
0.0842115	441.9918628	0.0842115	441.9918628	0.080852995	479.2126606	0.093774	491.5437108			
0.0843115	441.8967152	0.0843115	441.8967152	0.080945223	479.1536901	0.093774	491.8170813			
0.0843115	442.0421945	0.0843115	442.0421945	0.080945223	479.311435	0.093865045	492.1019337			
0.0844115	442.2035319	0.0844115	442.2035319	0.081037444	479.5305953	0.093865045	491.8853379			
0.0844115	442.1449264	0.0844115	442.1449264	0.081037444	479.4670429	0.093956082	491.6968411			
0.0845115	442.0794262	0.0845115	442.0794262	0.081129655	479.4402217	0.093956082	492.0581195			
0.0845115	442.1373422	0.0845115	442.1373422	0.081129655	479.5030322	0.09404711	492.2559208			
0.0846115	442.1745739	0.0846115	442.1745739	0.081221858	479.5876278	0.09413813	491.8749933			
0.0847115	442.3938272	0.0847115	442.3938272	0.081314053	479.8696719	0.09413813	491.7704535			
0.0847115	442.2697215	0.0847115	442.2697215	0.081314053	479.735053	0.094229141	492.345535			
0.0848115	442.2180109	0.0848115	442.2180109	0.081406239	479.7231837	0.094320144	492.0774232			
0.0848115	442.013926	0.0848115	442.013926	0.081406239	479.5017901	0.094320144	492.1259143			
0.0849115	442.4448484	0.0849115	442.4448484	0.081498417	480.0135041	0.094411139	492.5715427			
0.0850115	442.2766163	0.0850115	442.2766163	0.081590586	479.8752149	0.094502126	492.8096039			
0.0850115	442.4813906	0.0850115	442.4813906	0.081590586	480.0973973	0.094502126	492.3829565			
0.0851115	442.2035319	0.0851115	442.2035319	0.081682747	479.8401378	0.094502126	492.5678623			
0.0852115	442.2621373	0.0852115	442.2621373	0.081774899	479.9479574	0.094593105	492.6854339			
0.0852115	442.6420384	0.0852115	442.6420384	0.081774899	480.3602305	0.094684075	492.7863438			
0.0852115	442.6565174	0.0852115	442.6565174	0.081774899	480.3759432	0.094684075	492.915195			
0.0853115	442.7296018	0.0853115	442.7296018	0.081867043	480.4995283	0.094775037	492.9994505			
0.0854115	442.6565174	0.0854115	442.6565174	0.081959178	480.4644746	0.09486599	493.2376047			
0.0855115	442.8909392	0.0855115	442.8909392	0.082051304	480.7632077	0.09486599	492.8759974			
0.0855115	442.8909392	0.0855115	442.8909392	0.082051304	480.7632077	0.094956936	492.7115733			
0.0855115	442.7296018	0.0855115	442.7296018	0.082051304	480.5880742	0.095047873	493.0627038			
0.0856115	442.7075386	0.0856115	442.7075386	0.082143423	480.6083951	0.095047873	493.070286			
0.0857115	442.7957915	0.0857115	442.7957915	0.082235532	480.748483	0.095138801	493.0506674			
0.0857115	443.0508975	0.0857115	443.0508975	0.082235532	481.0254545	0.095229722	492.9589927			
0.0858115	442.780623	0.0858115	442.780623	0.082327634	480.7762925	0.095229722	493.3525827			
0.0858115	442.9130024	0.0858115	442.9130024	0.082327634	480.9200315	0.095229722	493.2555123			
0.0859115	442.7151229	0.0859115	442.7151229	0.082419726	480.7494431	0.095320634	492.995468			
0.0860115	442.8978339	0.0860115	442.8978339	0.082511811	480.992141	0.095411538	493.7403809			
0.0860115	442.8102705	0.0860115	442.8102705	0.082511811	480.8970461	0.095411538	493.6114359			
0.0861115	443.0288343	0.0861115	443.0288343	0.082603887	481.1787118	0.095502434	493.5030742			
0.0862115	442.9929816	0.0862115	442.9929816	0.082695954	481.184071	0.095593322	493.4030296			
0.0862115	442.8612917	0.0862115	442.8612917	0.082695954	481.041028	0.095593322	493.6852429			
0.0863115	442.9054182	0.0863115	442.9054182	0.082788013	481.1332492	0.095684201	493.6329962			
0.0863115	443.292214	0.0863115	443.292214	0.082788013	481.55343	0.095684201	493.5768519			
0.0864115	443.2267138	0.0864115	443.2267138	0.082880063	481.526599	0.095775072	494.2006518			
0.0865115	443.1170872	0.0865115	443.1170872	0.082972105	481.4518111	0.095775072	493.766632			
0.0865115	443.2997983	0.0865115	443.2997983	0.082972105	481.6503288	0.095865934	493.5937105			
0.0865115	443.2632561	0.0865115	443.2632561	0.082972105	481.6106252	0.095956789	493.5581128			
0.0866115	443.0874397	0.0866115	443.0874397	0.083064139	481.4639075	0.096047635	493.8769455			
0.0867115	443.3584037	0.0867115	443.3584037	0.083156164	481.8026759	0.096047635	493.8610069			
0.0867115	443.2487771	0.0867115	443.2487771	0.083156164	481.6835434	0.096047635	493.5634856			
0.0868115	443.2267138	0.0868115	443.2267138	0.08324818	481.7038897	0.096138473	493.7684819			
0.0868115	443.2853193	0.0868115	443.2853193	0.08324818	481.7675828	0.096229303	494.3606588			
0.0869115	443.3584037	0.0869115	443.3584037	0.083340188	481.8913476	0.096229303	494.2164259			
0.0869115	443.095024	0.0869115	443.095024	0.083340188	481.6050772	0.096320124	493.9067718			
0.0870115	443.2556718	0.0870115	443.2556718	0.083432188	481.8240127	0.096320124	494.6879779			
0.0870115	443.4976778	0.0870115	443.4976778	0.083432188	482.087076	0.096410937	494.7086079			
0.0871115	443.5769675	0.0871115	443.5769675	0.083524179	482.2176225	0.096410937	494.1049973			
0.0872115	443.6796994	0.0872115	443.6796994	0.083616161	482.3736715	0.096501742	494.2463011			
0.0872115	443.4239039	0.0872115	443.4239039	0.083616161	482.0955677	0.096592539	494.8630047			
0.0873115	443.7817418	0.0873115	443.7817418	0.083708136	482.5289914	0.096592539	494.7179599			
0.0873115	443.6431572	0.0873115	443.6431572	0.083708136	482.3783067	0.096683328	494.2874513			
0.0874115	443.5480095	0.0874115	443.5480095	0.083800101	482.3192064	0.096683328	494.6094646			
0.0874115	443.4900936	0.0874115	443.4900936	0.083800101	482.2562279	0.096774108	494.3323249			
0.0875115	443.5404253	0.0875115	443.5404253	0.083892059	482.3553132	0.096774108	494.0581329			
0.0876115	443.3218615	0.0876115	443.3218615	0.083984007	482.1619548	0.09686488	494.2890844			
0.0876115	443.5624885	0.0876115	443.5624885	0.083984007	482.4236635	0.09686488	494.6187523			
0.0877115	443.6500519	0.0877115	443.6500519	0.084075948	482.5632635	0.096955643	494.7039104			
0.0877115	443.6576362	0.0877115	443.6576362	0.084075948	482.5715129	0.096955643	494.2450683			
0.0878115	443.3949459	0.0878115	443.3949459	0.08416788	482.3301212	0.097046399	494.732855			
0.0878115	443.5114673	0.0878115	443.5114673	0.08416788	482.4568745	0.097137146	494.8096647			
0.0879115	443.5480095	0.0879115	443.5480095	0.084259803	482.5409804	0.097137146	494.6409868			
0.0879115	443.7527838	0.0879115	443.7527838	0.084259803	482.7637567	0.097227885	495.1448391			
0.0880115	443.6645309	0.0880115	443.6645309	0.084351718	482.7121118	0.097318616	495.2300433			
0.0880115	443.5914465	0.0880115	443.5914465	0.084351718	482.6325951	0.097318616	495.4876657			
0.0881115	443.7231364	0.0881115	443.7231364	0.084443625	482.8202475	0.097500053	495.2233735			
0.0882115	443.789326	0.0882115	443.789326	0.084535523	482.9366482	0.097500053	495.3525882			
0.0882115	444.0444321	0.0882115	444.0444321	0.084535523	483.2142575	0.097590759	495.4933012			
0.0883115	443.6355729	0.0883115	443.6355729	0.084627413	482.8136958	0.097590759	495.1877189			
0.0884115	444.058911	0.0884115	444.058911	0.084719294	483.3188255	0.097681457	495.1839791			
0.0883115	443.8844737	0.0883115	443.8844737	0.084627413	483.0845774	0.097772147	495.5504931			
0.0884115	443.9506634	0.0884115	443.9506634	0.084719294	483.2010074	0.097772147	495.5193211			
0.0885115	444.2643748	0.0885115	444.2643748	0.084811167	483.586881	0.097772147	495.1323321			
0.0885115	444.2643748	0.0885115	444.2643748	0.084811167	483.586881	0.097953501	495.2624376			
0.0885115	444.0885585	0.0885115	444.0885585	0.084811167	483.3955029	0.097953501	495.5772559			
0.0887115	443.9720371	0.0887115	443.9720371	0.084994887	483.3574625	0.097953501	495.3506475			
0.0887115	443.9720371	0.0887115	443.9720371	0.084994887	483.3574625	0.098044166	495.533211			
0.0888115	443.8844737	0.0888115	443.8844737	0.085086734	483.3065196	0.098134823	495.6990669			
0.0888115	443.9354949	0.0888115	443.9354949	0.085086734	483.3620721	0.098225472	495.6633757			
0.0889115	443.7817418	0.0889115	443.7817418	0.085178573	483.2390421	0.098316112	495.8931565			
0.0890115	443.9872056	0.0890115	443.9872056	0.085270404	483.5071727	0.098316112	495.8771817			
0.0890115	443.9286001	0.0890115	443.9286001	0.085270404	483.4433507	0.098406744	496.1967661			
0.0891115	444.286438	0.0891115	444.286438	0.085362226	483.877469	0.098406744	495.9867921			
0.0891115	444.2278326	0.0891115	444.2278326	0.085362226	483.8136411	0.098497368	496.1123919			
0.0892115	444.556023	0.0892115	444.556023	0.08545404	484.2155327	0.098587984	496.2623555			
0.0893115	444.4615649	0.0893115	444.4615649	0.085545845	484.1570939	0.098587984	496.1170211			
0.0894115	444.4181279	0.0894115	444.4181279	0.085637642	484.1542193	0.098678591	496.3316741			
0.0894115	444.570502	0.0894115	444.570502	0.085637642	484.3202175	0.098678591	495.992276			
0.0894115	444.2126641	0.0894115	444.2126641	0.085637642	483.9303848	0.098769191	496.2876004			
0.0895115	444.4326069	0.0895115	444.4326069	0.085729431	484.2144362	0.098859782	496.1947989			
0.0896115	444.3815857	0.0896115	444.3815857	0.085821211	484.2032862	0.098859782	495.9375403			
0.0897115	444.3884804	0.0897115	444.3884804	0.085912982	484.2552376	0.098950364	496.2564939			
0.0897115	444.556023	0.0897115	444.556023	0.085912982	484.4378107	0.099040939	496.2610975			
0.0897115	444.4181279	0.0897115	444.4181279	0.085912982	484.2875448	0.099131506	496.4187205			
0.0899115	444.3078118	0.0899115	444.3078118	0.0860965	484.2561936	0.099222064	496.414948			
0.0899115	444.1251007	0.0899115	444.1251007	0.0860965	484.0570547	0.099222064	496.762906			
0.0900115	444.4326069	0.0900115	444.4326069	0.086188247	484.4366525	0.099312614	496.7431654			
0.0900115	444.2278326	0.0900115	444.2278326	0.086188247	484.2134462	0.099312614	496.5977256			
0.0901115	444.4546701	0.0901115	444.4546701	0.086279985	484.5051471	0.099312614	496.7918992			
0.0902115	444.812508	0.0902115	444.812508	0.086371714	484.9397116	0.099312614	496.7271747			
0.0902115	444.7394236	0.0902115	444.7394236	0.086371714	484.8600341	0.099403156	496.7074209			
0.0903115	444.7463183	0.0903115	444.7463183	0.086463435	484.9120255	0.099493689	496.5338117			
0.0903115	444.5339598	0.0903115	444.5339598	0.086463435	484.6804885	0.099584215	496.8780997			
0.0904115	444.8049238	0.0904115	444.8049238	0.086555148	485.0204041	0.099584215	496.9900654			
0.0905115	444.8345712	0.0905115	444.8345712	0.086646852	485.0972155	0.099584215	496.7166253			
0.0905115	444.8711135	0.0905115	444.8711135	0.086646852	485.1370652	0.099674732	496.8827055			
0.0906115	444.9366136	0.0906115	444.9366136	0.086738548	485.2529876	0.099674732	496.7859645			
0.0906115	444.9366136	0.0906115	444.9366136	0.086738548	485.2529876	0.099765241	496.7577964			
0.0907115	444.6808182	0.0907115	444.6808182	0.086830236	485.0184822	0.099855742	496.7783753			
0.0908115	444.812508	0.0908115	444.812508	0.086921915	485.2065991	0.099946235	496.9612447			
0.0909115	445.0090086	0.0909115	445.0090086	0.087013585	485.4654451	0.099946235	497.3323132			
0.0909115	444.7973396	0.0909115	444.7973396	0.087013585	485.2345329	0.099946235	497.1623989			
0.0910115	444.855945	0.0910115	444.855945	0.087105248	485.3429518	0.100036719	497.2393911			
0.0911115	444.7904448	0.0911115	444.7904448	0.087196901	485.3159694	0.100127196	497.4703304			
0.0911115	445.1551775	0.0911115	445.1551775	0.087196901	485.7139334	0.100127196	497.1723549			
0.0911115	444.9945296	0.0911115	444.9945296	0.087196901	485.5386487	0.100217664	497.2089515			
0.0912115	444.9076557	0.0912115	444.9076557	0.087288547	485.4883503	0.100308124	497.3263423			
0.0913115	445.096572	0.0913115	445.096572	0.087380184	485.7390077	0.100308124	497.4955559			
0.0913115	444.9662611	0.0913115	444.9662611	0.087380184	485.5967979	0.100308124	497.4635425			
0.0913115	445.082093	0.0913115	445.082093	0.087380184	485.7232066	0.100398576	497.1693209			
0.0914115	445.0234876	0.0914115	445.0234876	0.087471813	485.7037521	0.100489019	497.7883468			
0.0915115	445.0234876	0.0915115	445.0234876	0.087563433	485.7482545	0.100489019	497.5619255			
0.0915115	445.1703459	0.0915115	445.1703459	0.087563433	485.908552	0.100579455	497.4689249			
0.0915115	445.053135	0.0915115	445.053135	0.087563433	485.780615	0.100579455	497.5177204			
0.0916115	445.2213671	0.0916115	445.2213671	0.087655045	486.0087644	0.100669882	497.5871115			
0.0917115	445.2503251	0.0917115	445.2503251	0.087746648	486.0849003	0.100760301	497.7373393			
